Year,Quarter,State,Region,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2020,Q4,Madhya Pradesh,Central,Electric Vehicle,E-Car,Bajaj Auto,Electric,1053.0,243490.0
FY2020,Q2,Odisha,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,85386.0,84695.0
FY2024,Q2,Punjab,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,7270.0,1255921.0
FY2023,Q4,Tamil Nadu,South,Commercial Vehicle,MHCV,Ashok Leyland,CNG,17819.0,1456985.0
FY2021,Q4,Jammu & Kashmir,North,Passenger Car,SUV,Kia,Petrol,4234.0,1074280.0
FY2019,Q4,Karnataka,South,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1894.0,273827.0
FY2023,Q3,Karnataka,South,Electric Vehicle,E-Two-Wheeler,Others,Electric,,278156.0
FY2020,Q3,Telangana,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,280081.0,70540.0
FY2024,Q4,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,397.0,435554.0
FY2020,Q3,Haryana,North,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,7835.0,426328.0
FY2023,Q3,Manipur,Northeast,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,292.0,10000.0
FY2023,Q3,Sikkim,Northeast,Passenger Car,SUV,Kia,Petrol,1164.0,510372.0
FY2024,Q1,Madhya Pradesh,Central,Commercial Vehicle,Bus,Tata Motors,CNG,13390.0,2055302.0
FY2023,Q3,Uttarakhand,North,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,2953.0,210248.0
FY2023,Q3,Uttarakhand,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,2925.0,2755165.0
FY2022,Q2,Goa,West,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,816.0,1012477.0
FY2019,Q2,Jammu & Kashmir,North,Electric Vehicle,E-Car,Tata Motors,Electric,52.0,206237.0
FY2020,Q4,Andhra Pradesh,South,Passenger Car,SUV,Maruti Suzuki,Electric,33962.0,1296235.0
FY2022,Q3,Assam,Northeast,Electric Vehicle,E-Bus,Bajaj Auto,Electric,696.0,20252.0
FY2021,Q2,Bihar,East,Passenger Car,SUV,Hyundai,Electric,12315.0,505128.0
FY2022,Q3,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Others,Electric,546.0,153836.0
FY2020,Q4,Haryana,North,Commercial Vehicle,LCV,Tata Motors,CNG,7045.0,2076400.0
FY2022,Q1,Delhi,North,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,111768.0,53416.0
FY2021,Q1,Himachal Pradesh,North,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,282.0,346879.0
FY2024,Q4,Odisha,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,6357.0,92745.0
FY2023,Q2,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,188.0,142162.0
FY2022,Q2,Goa,West,Two-Wheeler,Scooter,Others,Petrol,16996.0,55477.0
FY2023,Q3,Maharashtra,West,Commercial Vehicle,Bus,Tata Motors,CNG,30509.0,1471022.0
FY2024,Q1,Delhi,North,Commercial Vehicle,LCV,Mahindra,Diesel,9780.0,1312676.0
FY2021,Q1,Himachal Pradesh,North,Two-Wheeler,Motorcycle,TVS Motor,Petrol,21360.0,44149.0
FY2022,Q3,West Bengal,East,Commercial Vehicle,LCV,Eicher Motors,CNG,10143.0,2043191.0
FY2021,Q2,Haryana,North,Passenger Car,SUV,Toyota,Petrol,19388.0,831005.0
FY2021,Q4,Maharashtra,West,Electric Vehicle,E-Three-Wheeler,Others,Electric,7488.0,192187.0
FY2021,Q4,Rajasthan,North,Two-Wheeler,Scooter,TVS Motor,Petrol,256562.0,67403.0
FY2020,Q1,Karnataka,South,Commercial Vehicle,MHCV,Mahindra,Diesel,12689.0,1808653.0
FY2024,Q3,Karnataka,South,Electric Vehicle,E-Bus,Tata Motors,Electric,64747.0,205617.0
FY2021,Q2,Himachal Pradesh,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,317.0,223004.0
FY2024,Q4,Chhattisgarh,Central,Passenger Car,Hatchback,Hyundai,Petrol,12382.0,877326.0
FY2021,Q3,Chhattisgarh,Central,Passenger Car,Sedan,Others,Petrol,10372.0,285100.0
FY2019,Q4,Nagaland,Northeast,Commercial Vehicle,MHCV,Ashok Leyland,CNG,210.0,2646091.0
FY2024,Q4,Chhattisgarh,Central,Two-Wheeler,Motorcycle,TVS Motor,Petrol,68293.0,100174.0
FY2021,Q2,Kerala,South,Passenger Car,Sedan,Maruti Suzuki,Petrol,26194.0,1139231.0
FY2022,Q2,Madhya Pradesh,Central,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,191286.0,
FY2024,Q1,Madhya Pradesh,Central,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,258214.0,45349.0
FY2022,Q1,Chhattisgarh,Central,Passenger Car,Sedan,Others,Diesel,8439.0,754525.0
FY2020,Q2,Haryana,North,Passenger Car,MUV,Mahindra,Petrol,22340.0,1089512.0
FY2021,Q4,Tamil Nadu,South,Passenger Car,SUV,Maruti Suzuki,Diesel,64776.0,1257835.0
FY2020,Q3,Uttar Pradesh,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3527.0,361709.0
FY2022,Q2,Delhi,North,Commercial Vehicle,LCV,Tata Motors,Electric,6788.0,2057037.0
FY2022,Q2,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,362.0,126810.0
FY2024,Q4,Gujarat,West,Commercial Vehicle,MHCV,Tata Motors,CNG,20022.0,871944.0
FY2020,Q2,Maharashtra,West,Passenger Car,SUV,Maruti Suzuki,Petrol,77293.0,974690.0
FY2019,Q4,Tamil Nadu,South,Commercial Vehicle,Bus,Mahindra,Diesel,16075.0,1722061.0
FY2019,Q4,Jammu & Kashmir,North,Passenger Car,SUV,Others,Diesel,4733.0,1328717.0
FY2024,Q4,Rajasthan,North,Passenger Car,SUV,Maruti Suzuki,Petrol,58466.0,1262333.0
FY2022,Q4,Punjab,North,Commercial Vehicle,LCV,Mahindra,Diesel,4991.0,1782106.0
FY2024,Q1,Kerala,South,Electric Vehicle,E-Two-Wheeler,Others,Electric,19066.0,219669.0
FY2022,Q2,Chhattisgarh,Central,Passenger Car,SUV,Maruti Suzuki,Petrol,8058.0,1079348.0
FY2019,Q3,Haryana,North,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,824.0,373619.0
FY2022,Q1,Gujarat,West,Passenger Car,Sedan,Hyundai,Petrol,52058.0,1034336.0
FY2019,Q3,Maharashtra,West,Commercial Vehicle,MHCV,Tata Motors,Diesel,24946.0,1469748.0
FY2024,Q4,West Bengal,East,Commercial Vehicle,LCV,Tata Motors,Diesel,10803.0,1928900.0
FY2021,Q1,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3318.0,211809.0
FY2024,Q2,Uttar Pradesh,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,24385.0,356406.0
FY2020,Q1,Bihar,East,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,133807.0,65873.0
FY2020,Q4,Himachal Pradesh,North,Passenger Car,Sedan,Kia,Electric,5017.0,547482.0
FY2020,Q3,Sikkim,Northeast,Electric Vehicle,E-Car,Others,Electric,47.0,251726.0
FY2019,Q1,Karnataka,South,Commercial Vehicle,LCV,Ashok Leyland,Diesel,13377.0,900893.0
FY2021,Q4,Sikkim,Northeast,Passenger Car,Hatchback,Mahindra,Petrol,651.0,871157.0
FY2022,Q1,Himachal Pradesh,North,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,18831.0,75554.0
FY2021,Q4,Tripura,Northeast,Passenger Car,SUV,Maruti Suzuki,Electric,1389.0,919656.0
FY2020,Q1,Sikkim,Northeast,Commercial Vehicle,LCV,Tata Motors,CNG,173.0,1877901.0
FY2019,Q1,Delhi,North,Passenger Car,SUV,Mahindra,Diesel,42181.0,1104261.0
FY2020,Q2,Odisha,East,Passenger Car,Hatchback,Tata Motors,Petrol,10809.0,821015.0
FY2023,Q1,Goa,West,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,1838.0,169402.0
FY2022,Q2,Chhattisgarh,Central,Commercial Vehicle,LCV,Tata Motors,Diesel,3196.0,1136002.0
FY2022,Q3,Andhra Pradesh,South,Commercial Vehicle,MHCV,Tata Motors,Electric,9842.0,839616.0
FY2021,Q4,Rajasthan,North,Passenger Car,SUV,Maruti Suzuki,Electric,35924.0,569445.0
FY2024,Q1,Maharashtra,West,Passenger Car,SUV,Mahindra,Diesel,133499.0,971783.0
FY2021,Q3,Tamil Nadu,South,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,6991.0,107050.0
FY2022,Q3,Uttar Pradesh,North,Commercial Vehicle,LCV,Force Motors,CNG,22242.0,1773722.0
FY2020,Q2,Uttar Pradesh,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,500028.0,65331.0
FY2020,Q4,Goa,West,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,22131.0,55444.0
FY2020,Q4,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,Others,Electric,2449.0,304225.0
FY2019,Q1,Tamil Nadu,South,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1095.0,274021.0
FY2022,Q2,Goa,West,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,873.0,52803.0
FY2024,Q3,Sikkim,Northeast,Commercial Vehicle,MHCV,Tata Motors,Diesel,269.0,2492865.0
FY2024,Q2,Tamil Nadu,South,Electric Vehicle,E-Bus,Tata Motors,Electric,32566.0,167832.0
FY2019,Q1,Jammu & Kashmir,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,25661.0,52363.0
FY2019,Q2,Kerala,South,Passenger Car,Hatchback,Maruti Suzuki,Petrol,35837.0,1421254.0
FY2023,Q2,West Bengal,East,Passenger Car,SUV,Tata Motors,Petrol,38231.0,636880.0
FY2022,Q2,Telangana,South,Commercial Vehicle,MHCV,Eicher Motors,Diesel,7078.0,1716612.0
FY2020,Q4,Karnataka,South,Passenger Car,Van,Tata Motors,Electric,63637.0,476577.0
FY2022,Q2,Uttar Pradesh,North,Commercial Vehicle,LCV,Mahindra,Diesel,17970.0,
FY2019,Q1,Delhi,North,Two-Wheeler,Scooter,Royal Enfield,Petrol,183354.0,62918.0
FY2023,Q4,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,,333831.0
FY2023,Q4,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,29224.0,254090.0
FY2024,Q3,Uttarakhand,North,Commercial Vehicle,LCV,Force Motors,CNG,2920.0,1453849.0
FY2024,Q3,Sikkim,Northeast,Passenger Car,SUV,Maruti Suzuki,Petrol,1197.0,382329.0
FY2019,Q3,Nagaland,Northeast,Passenger Car,Hatchback,Hyundai,Petrol,975.0,853724.0
FY2024,Q3,Delhi,North,Two-Wheeler,Motorcycle,Bajaj Auto,Electric,222780.0,84736.0
FY2019,Q1,Gujarat,West,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,858.0,200445.0
FY2022,Q2,Karnataka,South,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,11457.0,1074055.0
FY2020,Q1,Jharkhand,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,51617.0,47404.0
FY2020,Q3,Karnataka,South,Passenger Car,Hatchback,Hyundai,Petrol,73361.0,1393631.0
FY2021,Q4,Odisha,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,78503.0,74534.0
FY2024,Q3,Chhattisgarh,Central,Commercial Vehicle,MHCV,Ashok Leyland,Electric,4562.0,1426948.0
FY2021,Q4,Kerala,South,Electric Vehicle,E-Car,Others,Electric,3057.0,247862.0
FY2024,Q2,Meghalaya,Northeast,Passenger Car,SUV,Maruti Suzuki,Petrol,1963.0,1296943.0
FY2021,Q4,Himachal Pradesh,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,1080.0,757000.0
FY2024,Q2,Punjab,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,8627.0,135861.0
FY2019,Q1,Bihar,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,178743.0,70962.0
FY2021,Q2,Tripura,Northeast,Passenger Car,SUV,Mahindra,Petrol,1175.0,648381.0
FY2020,Q4,Himachal Pradesh,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,26149.0,51843.0
FY2023,Q4,Nagaland,Northeast,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,219.0,1483318.0
FY2020,Q1,Sikkim,Northeast,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,30.0,205440.0
FY2023,Q3,Madhya Pradesh,Central,Passenger Car,Hatchback,Others,Diesel,54562.0,1152385.0
FY2023,Q2,Delhi,North,Electric Vehicle,E-Car,Bajaj Auto,Electric,16928.0,175325.0
FY2023,Q2,Telangana,South,Commercial Vehicle,LCV,Ashok Leyland,Diesel,10544.0,323543.0
FY2020,Q3,Meghalaya,Northeast,Passenger Car,SUV,Tata Motors,Electric,1748.0,854805.0
FY2021,Q4,Madhya Pradesh,Central,Commercial Vehicle,LCV,Tata Motors,Diesel,7714.0,2366679.0
FY2023,Q3,Haryana,North,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,166865.0,66833.0
FY2020,Q4,Gujarat,West,Commercial Vehicle,MHCV,Tata Motors,Diesel,15698.0,1067674.0
FY2024,Q2,West Bengal,East,Two-Wheeler,Motorcycle,TVS Motor,Petrol,225157.0,52116.0
FY2020,Q3,Sikkim,Northeast,Two-Wheeler,Motorcycle,Others,CNG,6251.0,83956.0
FY2024,Q2,Jharkhand,East,Passenger Car,SUV,Maruti Suzuki,Diesel,9637.0,1386280.0
FY2021,Q3,Telangana,South,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,217572.0,66875.0
FY2021,Q2,Nagaland,Northeast,Passenger Car,MUV,Hyundai,Petrol,635.0,1543761.0
FY2023,Q3,Tripura,Northeast,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,565.0,261141.0
FY2021,Q3,Telangana,South,Electric Vehicle,E-Three-Wheeler,Others,Electric,5815.0,179109.0
FY2023,Q4,Sikkim,Northeast,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,233.0,167313.0
FY2023,Q1,Uttar Pradesh,North,Passenger Car,SUV,Maruti Suzuki,Diesel,76337.0,455620.0
FY2023,Q2,Assam,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Electric,2263.0,1950868.0
FY2023,Q4,Jharkhand,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,45967.0,92200.0
FY2020,Q2,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,66176.0,79817.0
FY2022,Q3,Sikkim,Northeast,Two-Wheeler,Scooter,Bajaj Auto,Petrol,4400.0,68428.0
FY2021,Q1,Nagaland,Northeast,Passenger Car,Hatchback,Maruti Suzuki,Diesel,623.0,961108.0
FY2024,Q4,Uttar Pradesh,North,Electric Vehicle,E-Three-Wheeler,Others,Electric,26503.0,298513.0
FY2023,Q2,Maharashtra,West,Two-Wheeler,Moped,Bajaj Auto,Petrol,383136.0,70139.0
FY2023,Q4,Rajasthan,North,Commercial Vehicle,LCV,Eicher Motors,Diesel,18099.0,729755.0
FY2022,Q1,Haryana,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,6449.0,1757372.0
FY2024,Q2,Madhya Pradesh,Central,Commercial Vehicle,LCV,Tata Motors,Diesel,12413.0,1192541.0
FY2024,Q1,Tripura,Northeast,Commercial Vehicle,LCV,Eicher Motors,Diesel,657.0,979614.0
FY2020,Q3,Kerala,South,Commercial Vehicle,LCV,Ashok Leyland,CNG,6315.0,1107103.0
FY2020,Q1,Odisha,East,Commercial Vehicle,MHCV,Others,Diesel,3534.0,1379833.0
FY2023,Q4,Goa,West,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,18931.0,70753.0
FY2023,Q3,Nagaland,Northeast,Passenger Car,SUV,Mahindra,Petrol,1157.0,478948.0
FY2022,Q2,Nagaland,Northeast,Two-Wheeler,Moped,Honda Motorcycle,Petrol,3256.0,72858.0
FY2024,Q1,Uttarakhand,North,Two-Wheeler,Scooter,TVS Motor,Petrol,44480.0,58524.0
FY2021,Q4,Jharkhand,East,Commercial Vehicle,LCV,Tata Motors,Electric,2148.0,2069663.0
FY2023,Q2,Kerala,South,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,10792.0,362361.0
FY2024,Q1,Jharkhand,East,Commercial Vehicle,LCV,Mahindra,CNG,3255.0,2479560.0
FY2022,Q4,Chhattisgarh,Central,Electric Vehicle,E-Three-Wheeler,Bajaj Auto,Electric,1061.0,266467.0
FY2021,Q3,Odisha,East,Commercial Vehicle,LCV,Force Motors,Electric,2968.0,1562018.0
FY2020,Q2,Telangana,South,Passenger Car,SUV,Tata Motors,Petrol,38550.0,688810.0
FY2024,Q1,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,10535.0,130568.0
FY2021,Q4,Nagaland,Northeast,Passenger Car,Sedan,Hyundai,Electric,650.0,854839.0
FY2024,Q1,Chhattisgarh,Central,Passenger Car,SUV,Maruti Suzuki,Diesel,11512.0,891073.0
FY2024,Q1,West Bengal,East,Commercial Vehicle,MHCV,Tata Motors,Diesel,12521.0,1470989.0
FY2024,Q4,Assam,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Electric,43102.0,92974.0
FY2022,Q2,Jharkhand,East,Electric Vehicle,E-Car,Others,Electric,722.0,145489.0
FY2020,Q2,Tamil Nadu,South,Two-Wheeler,Moped,TVS Motor,Petrol,358523.0,38385.0
FY2022,Q1,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3489.0,298154.0
FY2022,Q2,Delhi,North,Passenger Car,Sedan,Tata Motors,CNG,35905.0,759428.0
FY2022,Q4,Maharashtra,West,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,,84547.0
FY2021,Q4,Telangana,South,Commercial Vehicle,MHCV,Ashok Leyland,CNG,5747.0,725037.0
FY2022,Q2,Madhya Pradesh,Central,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,8944.0,961257.0
FY2020,Q1,Odisha,East,Passenger Car,SUV,Others,Diesel,12093.0,153901.0
FY2020,Q1,Chhattisgarh,Central,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,292.0,270382.0
FY2024,Q2,Sikkim,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,4153.0,48463.0
FY2024,Q4,Tamil Nadu,South,Passenger Car,MUV,Maruti Suzuki,Petrol,95853.0,518072.0
FY2021,Q3,Odisha,East,Two-Wheeler,Scooter,TVS Motor,Petrol,108988.0,57270.0
FY2022,Q3,West Bengal,East,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,216527.0,57734.0
FY2019,Q4,Rajasthan,North,Two-Wheeler,Moped,Others,Petrol,342350.0,69033.0
FY2024,Q4,Tamil Nadu,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,41616.0,107785.0
FY2024,Q3,Sikkim,Northeast,Electric Vehicle,E-Car,Others,Electric,562.0,426263.0
FY2020,Q1,Himachal Pradesh,North,Two-Wheeler,Scooter,TVS Motor,Petrol,22660.0,65865.0
FY2022,Q1,Goa,West,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,874.0,415138.0
FY2023,Q2,West Bengal,East,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,10818.0,1384606.0
FY2024,Q2,Jharkhand,East,Commercial Vehicle,LCV,Tata Motors,CNG,3384.0,1002553.0
FY2019,Q3,Tamil Nadu,South,Commercial Vehicle,Three-Wheeler Goods,Eicher Motors,Electric,17950.0,1547616.0
FY2020,Q4,Kerala,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2105.0,74671.0
FY2021,Q4,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,236.0,81271.0
FY2023,Q3,Haryana,North,Passenger Car,SUV,Maruti Suzuki,Petrol,38589.0,784159.0
FY2019,Q2,Meghalaya,Northeast,Passenger Car,Hatchback,Kia,CNG,1361.0,
FY2024,Q3,Nagaland,Northeast,Passenger Car,MUV,Maruti Suzuki,Petrol,1338.0,703215.0
FY2019,Q4,Punjab,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,379.0,340579.0
FY2021,Q2,Jharkhand,East,Two-Wheeler,Moped,Hero MotoCorp,Petrol,40604.0,65935.0
FY2019,Q2,Himachal Pradesh,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,81.0,424088.0
FY2021,Q1,Uttar Pradesh,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,,147818.0
FY2019,Q2,Uttar Pradesh,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,22897.0,924407.0
FY2021,Q4,Tripura,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,120.0,237854.0
FY2021,Q1,Goa,West,Passenger Car,Hatchback,Maruti Suzuki,Electric,4659.0,666720.0
FY2024,Q4,Jammu & Kashmir,North,Commercial Vehicle,LCV,Others,Diesel,1268.0,1428255.0
FY2024,Q4,Karnataka,South,Passenger Car,SUV,Maruti Suzuki,Petrol,100465.0,1515814.0
FY2024,Q3,Uttar Pradesh,North,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,33915.0,307188.0
FY2024,Q1,Punjab,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,8301.0,372086.0
FY2024,Q1,Sikkim,Northeast,Two-Wheeler,Motorcycle,Bajaj Auto,CNG,4216.0,48484.0
FY2024,Q1,Goa,West,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,3236.0,193578.0
FY2022,Q3,Uttar Pradesh,North,Commercial Vehicle,LCV,Force Motors,CNG,22242.0,1773722.0
FY2022,Q2,Kerala,South,Two-Wheeler,Motorcycle,Others,Petrol,95178.0,33168.0
FY2021,Q4,Manipur,Northeast,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,6848.0,75427.0
FY2024,Q4,Karnataka,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,49594.0,160851.0
FY2023,Q3,Goa,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2839.0,282358.0
FY2021,Q2,Telangana,South,Commercial Vehicle,LCV,Others,Diesel,5648.0,1591216.0
FY2022,Q4,Nagaland,Northeast,Passenger Car,Sedan,Hyundai,Petrol,756.0,804836.0
FY2023,Q2,Meghalaya,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Electric,443.0,365812.0
FY2019,Q4,Bihar,East,Commercial Vehicle,Bus,Mahindra,Diesel,4649.0,1742928.0
FY2023,Q1,Tripura,Northeast,Commercial Vehicle,LCV,Ashok Leyland,CNG,657.0,1625613.0
FY2021,Q1,Bihar,East,Passenger Car,Hatchback,Others,Electric,12472.0,
FY2019,Q4,Assam,Northeast,Passenger Car,Hatchback,Maruti Suzuki,CNG,7013.0,645258.0
FY2019,Q1,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,11.0,212811.0
FY2021,Q4,Assam,Northeast,Two-Wheeler,Scooter,TVS Motor,Petrol,38364.0,19029.0
FY2021,Q2,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,2174.0,384733.0
FY2024,Q4,Nagaland,Northeast,Passenger Car,Hatchback,Maruti Suzuki,Diesel,1090.0,894758.0
FY2021,Q4,Haryana,North,Two-Wheeler,Motorcycle,Bajaj Auto,Electric,103144.0,90023.0
FY2021,Q2,Tripura,Northeast,Commercial Vehicle,MHCV,Mahindra,CNG,380.0,1633215.0
FY2021,Q4,Punjab,North,Commercial Vehicle,Bus,Tata Motors,Electric,,1624913.0
FY2020,Q3,Uttarakhand,North,Electric Vehicle,E-Car,Ola Electric,Electric,462.0,179241.0
FY2019,Q1,Haryana,North,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,141689.0,52815.0
FY2021,Q1,Maharashtra,West,Passenger Car,SUV,Maruti Suzuki,Petrol,78887.0,962623.0
FY2020,Q3,Karnataka,South,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,350887.0,
FY2021,Q4,Goa,West,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,661.0,1041409.0
FY2021,Q2,Telangana,South,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,176780.0,74784.0
FY2019,Q4,Bihar,East,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,211.0,213887.0
FY2019,Q1,Jharkhand,East,Passenger Car,Sedan,Tata Motors,Petrol,,576310.0
FY2021,Q1,Gujarat,West,Passenger Car,Sedan,Mahindra,Petrol,44675.0,208833.0
FY2022,Q4,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,422.0,310761.0
FY2021,Q2,Madhya Pradesh,Central,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,233636.0,53739.0
FY2020,Q3,Rajasthan,North,Passenger Car,Van,Maruti Suzuki,Petrol,44283.0,1439662.0
FY2023,Q1,Sikkim,Northeast,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,171.0,
FY2020,Q1,Nagaland,Northeast,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,3831.0,70215.0
FY2021,Q1,Gujarat,West,Commercial Vehicle,LCV,Mahindra,Diesel,12759.0,2112313.0
FY2021,Q4,Kerala,South,Two-Wheeler,Scooter,Others,Petrol,106889.0,48827.0
FY2024,Q4,West Bengal,East,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,200486.0,60606.0
FY2020,Q1,Karnataka,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,3438.0,101720.0
FY2019,Q1,Uttar Pradesh,North,Two-Wheeler,Scooter,Others,Petrol,575553.0,60785.0
FY2023,Q4,Nagaland,Northeast,Two-Wheeler,Moped,Royal Enfield,Petrol,3752.0,54244.0
FY2020,Q1,Sikkim,Northeast,Two-Wheeler,Scooter,Bajaj Auto,Petrol,3933.0,102357.0
FY2020,Q1,Uttar Pradesh,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,495940.0,55455.0
FY2023,Q3,Sikkim,Northeast,Two-Wheeler,Moped,Hero MotoCorp,CNG,5723.0,75593.0
FY2021,Q1,Uttar Pradesh,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,438067.0,63284.0
FY2019,Q2,Tripura,Northeast,Passenger Car,Sedan,Toyota,Petrol,1514.0,1357153.0
FY2020,Q3,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,6341.0,288858.0
FY2023,Q2,Uttarakhand,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,1967.0,249974.0
FY2021,Q3,Himachal Pradesh,North,Electric Vehicle,E-Car,Ola Electric,Electric,461.0,189203.0
FY2019,Q4,Gujarat,West,Commercial Vehicle,LCV,Tata Motors,CNG,17227.0,1601637.0
FY2021,Q4,Jharkhand,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,41394.0,86937.0
FY2019,Q3,Assam,Northeast,Electric Vehicle,E-Car,Tata Motors,Electric,101.0,260233.0
FY2024,Q4,Andhra Pradesh,South,Passenger Car,Hatchback,Kia,Diesel,54790.0,
